postcode,distance
1058NK,2947.556614
1058NL,2979.280918
1058NM,3200.525742
1058NN,3272.818538
1058NP,3329.317396
1058PB,3067.997761
1058PC,3103.548228
1058PD,3119.431351
1058SB,2810.645999
1058SC,2847.455604
1058SE,2904.455348
1058SG,3193.30833
1058SH,3216.451285
1058SJ,3192.411858
1058SK,3214.024983
1058SL,3235.674777
1058SM,3043.761072
1058SN,3087.996427
1058SP,3197.605089
1058SR,3042.090984
1058ST,3105.571565
1058SV,3156.040617
1058SW,3188.44535
1058SX,3087.744924
1058SZ,3115.829587
1058TA,3140.774437
1058TB,3173.235139
1058TC,3214.69136
1058TD,3107.146843
1058TE,3152.394454
1058TG,3175.864466
1058TH,3224.721838
1058TJ,3254.051435
1058TK,3201.449709
1058TL,3225.137313
1058TM,3239.406718
1058TN,3255.54202
1058TP,3271.812192
1058TR,3295.425442
1058TS,3309.698603
1058TT,3336.83702
1058TV,2857.386253
1058TW,2929.789001
1058TX,3011.386653
1058TZ,3060.584378
1058VA,3119.862497
1058VB,3153.050394
1058VC,3114.376971
1058VD,2536.060272
1058VE,2480.514723
1058VG,2442.59276
1058VH,2427.4275
1058VJ,2415.330008
1058VK,2397.319537
1058VL,2425.700937
1058VM,2410.151261
1058VN,2390.700639
1058VP,2377.68299
1058VR,2367.672633
1058VS,2417.381721
1058VT,2308.653604
1058VV,2404.919785
1058VW,2284.96705
1058VX,2329.557497
1058VZ,2383.301097
1058XA,2363.758842
1058XB,2323.508403
1058XC,2380.220688
1058XD,2350.795807
1058XE,2336.780421
1058XG,2324.206062
1058XH,2369.683556
1058XJ,2334.588113
1058XK,2329.507904
1058XL,2310.188415
1058XM,2285.327041
1058XN,2381.926598
1058XP,2312.226405
1058XR,2252.878193
1058XS,2226.617416
1058XT,2280.576118
1058XV,2256.875546
1058XW,2256.208136
1058XX,2236.9451
1058XZ,2229.504902
1059AA,3214.580137
1059AB,3256.273
1059AC,3295.492049
1059AD,3367.912
1059AE,3462.963722
1059AG,3519.761042
1059AH,3562.759399
1059AJ,3236.681453
1059AK,3283.68215
1059AL,3370.368543
1059AM,3425.780557
1059AN,3480.030991
1059AP,3545.045781
1059AR,3577.187401
1059AS,3597.792514
1059AT,3585.062926
1059AV,3313.743915
1059AW,3410.426004
1059AX,3501.552425
1059AZ,3561.459072
1059BA,3482.279991
1059BB,3446.238162
1059BC,3457.521582
1059BD,3486.63993
1059BE,3515.489831
1059BG,3459.745315
1059BH,3428.840874
1059BJ,3402.041224
1059BK,3429.441383
1059BL,3460.094601
1059BM,3494.420141
1059BN,3766.417666
1059BP,4071.107867
1059BR,3593.842514
1059BS,3626.162081
1059BT,3785.053696
1059BV,3641.644667
1059BW,3851.006533
1059BX,3951.551708
1059BZ,3938.463485
1059CA,4005.699226
1059CB,4026.185042
1059CC,4143.376382
1059CD,4126.815129
1059CE,4157.255836
1059CG,4140.084177
1059CH,4257.217721
1059CJ,4210.369039
1059CK,4303.498954
1059CL,4245.345993
1059CM,3991.466556
1059CN,4175.305876
1059CP,4263.59791
1059CR,4390.965397
1059CS,3092.632868
1059CT,3126.45034
1059CV,3174.427656
1059CW,3202.264525
1059CX,3229.459501
1059CZ,3307.336161
1059EA,3344.235306
1059EB,3139.00574
1059EC,3250.470535
1059ED,3161.189934
1059EE,3195.406743
1059EG,3223.976159
1059EH,3176.903313
1059EJ,3204.770504
1059EK,3239.123381
1059EL,3293.854135
1059EM,3295.936344
1059EN,3321.777951
1059EP,3633.295603
1059ER,3654.45039
1059ES,3675.831433
1059ET,3678.281371
1059EV,3705.73658
1059EW,3727.099268
1059EX,3708.33106
1059EZ,3729.306641
1059GA,3753.578294
1059GB,3751.030067
1059GC,3776.159257
1059GD,3797.7334
1059GE,3784.713901
1059GG,3804.778194
1059GH,3828.505543
1059GJ,3867.199012
1059GK,3620.80653
1059GL,3773.837255
1059SP,3285.220249
1059SR,3310.718461
1059ST,3335.256259
1059SV,3361.481094
1059SW,3298.895525
1059SX,3336.670147
1059SZ,3363.097032
1059TA,3383.509539
1059TB,3534.037925
1059TC,3558.404207
1059TD,3508.250777
1059TE,3536.136877
1059TG,3373.316865
1059TH,3403.450258
1059TJ,3421.044282
1059TK,3439.276252
1059TL,3458.257412
1059TM,3490.944387
1059TN,3508.766624
1059TP,3544.260759
1059TR,3584.114921
1059TS,3602.389878
1059TT,3652.961995
1059TV,3706.558014
1059TW,3747.096238
1059TX,3586.53525
1059TZ,3585.076508
1059VA,3583.811914
1059VB,3582.837846
1059VC,3581.338444
1059VD,3592.267799
1059VE,3506.282264
1059VG,3506.595873
1059VH,3501.17905
1059VJ,3495.898348
1059VK,3491.13359
1059VL,3494.240451
1059VM,3569.28313
1059VN,3333.641634
1059VP,3370.599279
1059VR,3345.077535
1059VS,3376.561715
1059VT,3408.852695
1059VV,3271.513423
1059VW,3349.891192
1059VX,3432.946272
1059VZ,3250.543445
1059WB,3503.715003
1059WC,3478.534154
1059WD,3473.240168
1059WE,3445.624258
1059XA,3303.47748
1059XB,3385.690234
1059XC,3457.301177
1059XD,3361.058722
1059XE,3382.841993
1059XG,3407.354374
1059XH,3374.503431
1059XJ,3399.558079
1059XK,3424.529867
1059XL,3333.130295
1059XM,3378.26984
1059XN,3329.558177
1059XP,3360.182026
1059XR,3229.887255
1059XS,3253.231191
1059XT,3282.918813
1059XV,3312.230825
1059XW,3260.483281
1059XX,3296.583541
1059XZ,3331.440234
1060LG,8330.837904
1060LH,8462.258067
1060LJ,7995.105662
1060LP,7057.868758
1060LR,7118.32015
1060LS,6830.293019
1060LT,6777.215996
1060LV,6833.825504
1060LW,6910.914865
1060LX,7071.373757
1060LZ,7223.797791
1060MB,6950.502389
1060MC,7157.159775
1060MD,6878.632311
1060ME,6841.730212
1060MG,6900.003969
1060MH,6842.659676
1060MJ,6870.403672
1060MK,7076.205173
1060ML,6831.489999
1060MN,7022.860615
1060MP,7139.853367
1060MR,6946.095183
1060MS,6890.601792
1060MT,7017.141176
1060MV,7005.551195
1060MX,6979.236241
1060MZ,7758.13966
1060NB,8005.62988
1060NC,7921.82408
1060ND,7865.081548
1060NE,7806.783538
1060NG,7749.473756
1060NH,7687.021608
1060NJ,7715.357803
1060NK,7840.955702
1060NL,7980.115405
1060NL,7889.819609
1060NM,8183.966756
1060NN,8139.435295
1060NN,8093.589091
1060NN,8166.791746
1060NN,8213.958608
1060NN,8190.896102
1060NN,8112.32073
1060NP,8190.912442
1060NR,8161.599655
1060NS,8021.39725
1060NS,8123.220383
1060NT,7970.230685
1060NT,8022.327196
1060NV,7905.945229
1060NV,8039.254646
1060NW,7887.559834
1060NX,8036.645407
1060NZ,8141.393109
1060PA,8103.595372
1060PB,8065.562809
1060PC,8036.259515
1060PC,8004.646735
1060PD,7976.170868
1060PE,7987.044097
1060PG,7893.292907
1060PH,7810.74863
1060PJ,7563.05937
1060PK,7568.793441
1060PL,7594.050082
1060PM,7632.023442
1060PN,7550.010564
1060PP,7767.314326
1060PR,7713.383245
1060PS,7747.385657
1060PT,7767.779018
1060PV,7772.438035
1060PW,7673.478248
1060PX,7571.181606
1060PZ,7767.014486
1060RA,7675.950069
1060RB,7633.040626
1060RC,7746.425643
1060RD,7562.116039
1060RE,7480.057034
1060RG,7393.411322
1060RH,6967.117055
1060RJ,7137.872214
1060RK,7060.785249
1060RL,6979.13856
1060RM,7063.619676
1060RN,7308.905054
1060RP,7052.644327
1060RR,7093.932813
1060RS,7033.356783
1060RT,7278.597847
1060RV,6919.205816
1060RW,7006.881766
1060RX,7127.933758
1060RZ,7266.729225
1060SB,7427.410257
1060SC,7375.694505
1060SE,7387.856081
1060SG,7435.286363
1060SH,7482.279213
1060SJ,7236.143496
1060SK,7336.871195
1060SL,7411.590226
1060SM,7177.961358
1060SN,7258.048343
1060SP,7296.238818
1060SR,7348.88166
1060ST,7451.147163
1060SV,7547.498304
1060SW,6993.330489
1060SX,6937.948783
1060SZ,7223.93648
1060TA,7007.782338
1060TB,7154.616169
1060TC,7096.486862
1060TD,7159.68269
1060TE,7200.301501
1060TG,7164.048306
1060TH,7220.980322
1060TJ,7166.493026
1060TK,7288.98576
1060TL,7218.857292
1060TM,7172.245125
1060TN,6788.743011
1060TP,6969.174114
1060TR,7103.499311
1060TS,6935.620472
1060TT,7065.223914
1060TV,7065.286846
1060TW,7065.742604
1060TX,7065.353297
1060TZ,7164.302358
1061AA,3568.4182
1061AB,3536.297726
1061AC,3535.39462
1061AD,3529.665567
1061AE,3546.484823
1061AG,3589.972209
1061AH,3624.227192
1061AJ,3626.569252
1061AK,3626.44369
1061AL,3646.221872
1061AM,3574.5701
1061AN,3576.11887
1061AP,3613.28164
1061AR,3644.276312
1061AS,3629.604205
1061AT,3628.420913
1061AV,3578.137162
1061AW,3575.758272
1061AX,3439.544034
1061AZ,3429.264557
1061BA,3488.453993
1061BB,3616.311034
1061BC,3612.895654
1061BD,3642.33374
1061BE,3640.075977
1061BG,3635.719319
1061BH,3635.017574
1061BJ,3623.916056
1061BK,3596.324731
1061BL,3643.240938
1061BM,3544.241345
1061BT,3508.069838
1061BV,3508.703461
1061BW,3516.078806
1061BX,3519.641487
1061BZ,3426.117027
1061CA,3434.38713
1061CB,3464.265448
1061CC,3477.818525
1061CE,3388.457798
1061CG,3391.435642
1061CH,3399.933793
1061CJ,3404.272276
1061CK,3360.893496
1061CL,3362.089288
1061CM,3364.269941
1061CN,3316.292148
1061CP,3319.796776
1061CR,3323.910603
1061CS,3287.700718
1061CV,3303.529992
1061CW,3320.366826
1061CX,3474.373717
1061CZ,3477.421216
1061DA,3443.285991
1061DB,3446.823234
1061DC,3431.423766
1061DD,3492.553587
1061DE,3537.385783
1061DG,3576.986507
1061DH,3533.648934
1061DJ,3628.907719
1061DK,3408.479269
1061DL,3414.639727
1061DM,3420.359786
1061DP,3484.331224
1061DR,3489.839833
1061DS,3496.105755
1061DT,3524.119005
1061DV,3543.406652
1061DW,3560.318918
1061DX,3574.93672
1061DZ,3448.736333
1061EA,3453.245395
1061EB,3458.907631
1061EC,3488.029945
1061ED,3505.566145
1061EE,3526.302559
1061EG,3546.936093
1061EH,3562.205033
1061EJ,3566.48466
1061EK,3570.449536
1061EL,3575.513977
1061EM,3529.763722
1061EN,3535.587995
1061EP,3541.227599
1061ER,3608.297213
1061ES,3630.533813
1061ET,3647.933409
1061EV,3665.01786
1061EW,3682.55703
1061EX,3603.326747
1061EZ,3620.950655
1061GA,3638.630405
1061GB,3657.073239
1061GC,3463.034693
1061GD,3372.576091
1061GE,3388.438325
1061GG,3406.069942
1061GH,3430.033701
1061GJ,3443.434222
1061GK,3457.686511
1061GL,3397.45683
1061GM,3417.105902
1061GN,3450.878409
1061GP,3470.075617
1061GR,3497.694915
1061GS,3517.627816
1061GT,3418.447211
1061GV,3437.878209
1061GW,3459.202709
1061GX,3481.158439
1061GZ,3489.459943
1061HA,3553.514785
1061HB,3671.843171
1061HC,3609.306837
1061HD,3564.972075
1061HE,3579.108219
1061HG,3592.868782
1061HH,3607.441315
1061HJ,3621.82635
1061HK,3666.247879
1061HL,3679.357686
1061HM,3693.05397
1061HN,3707.02445
1061HP,3721.682127
1061HR,3614.467046
1061HS,3711.300016
1061HT,3588.214616
1061HW,3568.853498
1061HX,3694.628224
1061JB,3369.177772
1061JC,3369.52046
1061JD,3368.581076
1061JE,3368.581076
1061MA,3379.35069
1061MB,3428.748695
1061MC,3291.921252
1061MD,3290.729998
1061ME,3449.737518
1061MG,3456.316568
1061MH,3547.969019
1061MJ,3494.417865
1061MK,3599.042864
1061SB,3338.374022
1061SC,3416.111646
1061SE,3509.980424
1061SR,3483.33942
1061ST,3479.410963
1061SW,3447.644404
1061SX,3446.585168
1061SZ,3397.330697
1061TA,3394.56773
1061TC,3363.348155
1061TD,3360.281705
1061TE,3268.638911
1061TG,3262.069459
1061TH,3216.694471
1061TJ,3213.115224
1061TK,3255.122909
1061TL,3246.706628
1061TM,3211.834958
1061TN,3203.615682
1061TP,3320.831476
1061TR,3407.504625
1061TS,3494.299683
1061TT,3357.899198
1061TV,3261.323358
1061TW,3266.332552
1061TX,3260.413985
1061TZ,3260.672465
1061VA,3579.899008
1061VB,3446.983699
1061VC,3444.165187
1061VD,3392.426437
1061VE,3393.211422
1061VG,3420.225908
1061VH,3341.004872
1061VJ,3355.987965
1061VK,3225.188979
1061VL,3373.469565
1061VP,3311.304386
1061VR,3303.940675
1061VS,3299.674474
1061VT,3301.722356
1061VV,3298.206952
1061VW,3297.272323
1061VX,3260.363813
1061VZ,3328.876752
1061WB,3207.978895
1061XA,3413.068756
1061XB,3473.344128
1061XC,3472.724787
1061XD,3472.821553
1061XE,3222.780998
1061XG,3219.5983
1061XH,3370.676948
1061XJ,3366.415895
1061XK,3446.298331
1061XL,3439.176546
1061XM,3259.58441
1061XN,3251.63989
1061XP,3309.872988
1061XR,3320.55859
1061XS,3336.564282
1061XT,3387.917307
1061XV,3388.089033
1061XW,3443.441232
1061XX,3465.71164
1061XZ,3551.071164
1062AA,3404.561109
1062AB,3412.323493
1062AC,3484.635465
1062AD,3338.457385
1062AE,3339.386541
1062AG,3350.339871
1062AH,3480.198587
1062AJ,3478.570909
1062AK,3487.980439
1062AL,3617.447538
1062AM,3626.917192
1062AN,3636.337684
1062AP,3632.977227
1062AR,3420.717069
1062AS,3293.308534
1062AT,3267.536741
1062AV,3248.888294
1062AW,3250.990753
1062AX,3252.8223
1062AZ,3292.358537
1062BA,3323.004013
1062BB,3312.261514
1062BC,3282.520836
1062BD,3270.36691
1062BE,3375.853876
1062BG,3367.348411
1062BH,3351.598838
1062BJ,3300.990225
1062BK,3621.578146
1062BL,3583.744911
1062BM,3574.351627
1062BN,3569.290309
1062BP,3349.706931
1062BR,3456.31227
1062BS,3526.566679
1062BT,3447.418862
1062BV,3438.532664
1062BW,3401.9789
1062BX,3402.581583
1062BZ,3397.364482
1062CA,3530.443793
1062CB,3522.280616
1062CC,3488.539021
1062CD,3489.233907
1062CE,3483.620437
1062CG,3393.560986
1062CJ,3499.314269
1062CK,3440.561728
1062CL,3516.947469
1062CM,3558.634431
1062CN,3561.067911
1062CP,3607.92103
1062CR,3599.851253
1062CS,3643.300554
1062CT,3640.214382
1062CV,3691.121357
1062CW,3683.69271
1062CX,3726.317932
1062CZ,3723.214383
1062DA,3320.595502
1062DB,3351.78858
1062DC,3465.15501
1062DD,3375.479125
1062DE,3265.135711
1062DG,3262.18848
1062DH,3240.41713
1062DJ,3699.940087
1062DK,3735.451853
1062DL,3385.430665
1062DM,3708.90016
1062DN,3710.035022
1062DR,3522.749817
1062EA,3547.715506
1062EB,3738.198443
1062EC,3794.831406
1062ED,3819.020316
1062EE,3917.910452
1062EG,3884.744843
1062EP,3753.840191
1062ER,3751.295004
1062ES,3748.536924
1062EV,3883.343137
1062GA,3988.96717
1062GB,4109.749813
1062GC,4127.445359
1062GD,4062.113491
1062GE,4060.965761
1062GG,4019.58908
1062GH,4008.891093
1062GJ,4025.281047
1062GK,4111.594697
1062GL,4105.747145
1062GM,4065.121155
1062GN,4054.967577
1062GP,4071.346937
1062GR,4155.360025
1062GS,4151.565286
1062GT,4112.525364
1062GV,4103.410261
1062GW,4120.184444
1062GX,4205.013404
1062GZ,4200.288045
1062HA,4161.610652
1062HB,4153.506016
1062HC,4171.419686
1062HD,3801.931643
1062HE,3575.632802
1062HG,3490.911389
1062HH,3511.496072
1062HJ,3555.936571
1062HK,3756.05276
1062HL,3495.121506
1062HM,4216.679728
1062HN,3868.488249
1062HP,3823.909445
1062HR,3790.265133
1062HS,3836.011543
1062HT,3834.493436
1062HV,3832.361192
1062HW,3840.099135
1062HX,3957.65256
1062HZ,4012.770735
1062JA,4055.550693
1062JB,3979.895856
1062JC,3988.497694
1062JD,4014.655244
1062JE,4050.149299
1062JG,4012.988749
1062JH,4031.690335
1062JJ,4049.509503
1062JK,4065.066088
1062JL,4091.283684
1062JM,4127.28398
1062JN,3429.774411
1062JP,3439.769982
1062JR,3491.269768
1062JS,3514.913098
1062JT,3540.469316
1062JV,3611.771092
1062JW,3611.746399
1062JX,3668.374383
1062KA,3863.948385
1062KB,3876.690307
1062KC,3905.703774
1062KD,3935.802669
1062KE,3966.935417
1062KG,3808.334868
1062KH,3836.789017
1062KJ,3866.866271
1062KK,3829.596088
1062KL,3782.112731
1062KM,3732.573565
1062KR,3636.769509
1062KS,3585.09096
1062KT,3597.878831
1062KV,3665.890869
1062KW,3667.510659
1062KX,3669.209991
1062KZ,3671.678633
1062LA,3682.333817
1062LB,3712.550036
1062LC,3737.610603
1062XD,4097.295656
1062XE,3932.992522
1062XG,3933.131864
1062XH,3933.131864
1062XJ,3933.472701
1062XK,3999.295337
1062XL,3990.092611
1062XM,3970.93564
1062XN,3951.750578
1062XP,3932.647761
1062XR,3916.001488
1062XS,3731.940309
1062XT,3710.456923
1062XV,3794.685066
1062XW,3814.167396
1062XX,3872.36638
1062XZ,3894.71906
1063AA,3894.748144
1063AB,3893.228395
1063AC,3910.863971
1063AD,3864.728954
1063AE,3933.788962
1063AG,3933.134414
1063AH,3932.61221
1063AJ,3932.090227
1063AK,3931.568463
1063AL,3931.07951
1063AM,3930.558174
1063AN,3930.037057
1063AP,3967.943706
1063AR,4018.735539
1063AS,4006.014495
1063AT,4103.724671
1063AV,4197.41324
1063AX,4335.325955
1063AZ,4652.736768
1063BA,4781.150326
1063BB,4822.53401
1063BC,3963.04585
1063BD,4098.5093
1063BE,4324.181972
1063BG,3951.119677
1063BH,4157.473718
1063BJ,4314.491491
1063BK,4808.673642
1063BL,5067.715856
1063BM,5060.984138
1063BN,5055.491793
1063BP,5050.098782
1063BR,3949.521004
1063BS,4736.700601
1063BT,4896.612195
1063BV,3964.632556
1063BW,4000.594394
1063BX,4084.671621
1063BZ,4163.951349
1063CA,4284.922998
1063CB,4005.824796
1063CC,3990.722734
1063CD,4024.029724
1063CE,4057.361764
1063CG,4108.599214
1063CH,4063.340123
1063CJ,4093.362104
1063CK,4111.576593
1063CL,4093.91522
1063CM,4095.984739
1063CN,4098.73003
1063CP,4116.740543
1063CR,4056.380771
1063CS,4058.625333
1063CT,4061.57633
1063CV,4067.496463
1063CW,4230.876774
1063CW,4082.66644
1063CX,4091.238001
1063CZ,4136.749838
1063EA,4143.363753
1063EB,4149.853786
1063EC,4195.633345
1063ED,4250.262005
1063EE,4246.582733
1063EG,4285.88895
1063EH,4313.945325
1063EJ,4353.066562
1063EK,4378.746211
1063EL,4418.015916
1063EM,4444.667629
1063EN,4483.639419
1063EP,4357.225568
1063ER,4452.954054
1063ES,4291.008892
1063ET,4391.920876
1063EV,4486.060615
1063EW,4483.038167
1063EX,4532.27229
1063EZ,4597.522478
1063GA,4609.720768
1063GB,4600.407535
1063GC,4576.98983
1063GD,4644.918
1063GE,4674.375543
1063GG,4671.580745
1063GH,4648.704649
1063GJ,4715.27869
1063GK,4738.043539
1063GL,4754.488721
1063GM,4720.622122
1063GN,4786.035279
1063GP,4808.966539
1063GR,4825.802901
1063GS,4849.575998
1063GT,4971.474668
1063GV,4974.681876
1063GW,5009.633328
1063GX,5019.04789
1063GZ,5048.968419
1063HA,5064.334157
1063HB,4645.240931
1063HC,4748.834474
1063HD,4864.740737
1063HE,4618.245221
1063HG,4760.548854
1063HH,4552.63991
1063HJ,4623.006585
1063HK,4694.653086
1063HL,4664.368522
1063HM,4665.487583
1063HN,4698.42525
1063HP,4722.619975
1063HR,4744.200268
1063HS,4776.155894
1063HT,4786.449817
1063HV,4723.347906
1063HW,4817.539536
1063HX,4821.373216
1063HZ,4907.066539
1063JA,4903.51244
1063JB,4940.111057
1063JC,4942.846178
1063JD,4929.619043
1063JE,4944.221114
1063JG,4980.528988
1063JH,4965.544863
1063JJ,4921.935724
1063JK,4980.948511
1063JL,5017.106973
1063JM,5034.014072
1063JN,4863.369168
1063JP,4865.935802
1063JR,4869.658741
1063JS,4889.918011
1063JT,4908.553693
1063JV,5024.256396
1063JW,4837.013192
1063JX,4495.194849
1063JZ,4497.751288
1063KA,4500.77576
1063KB,4532.872382
1063KC,4535.929455
1063KD,4549.777857
1063KE,4605.001547
1063KG,4607.084345
1063KH,4609.762484
1063KJ,4570.759169
1063KK,4573.533975
1063KP,4754.419451
1063KR,4777.362956
1063KS,4883.45424
1063KT,4870.137418
1063KV,4872.629918
1063KW,4874.362579
1063KX,4923.253713
1063KZ,5125.539201
1063LA,5161.20569
1063LB,5104.553255
1063LC,5119.31508
1063LD,5135.044037
1063LE,6069.012323
1063LE,5275.125504
1063LG,5306.63242
1063LH,5366.450073
1063LJ,5397.898647
1063LK,5458.140955
1063LL,5489.694086
1063LM,5252.285704
1063LN,5404.809991
1063LP,5176.261577
1063LR,5172.314032
1063LS,5169.256955
1063LT,5166.200158
1063LV,5162.744986
1063LW,5167.606716
1063LX,5310.808681
1063LZ,5403.16557
1063MA,4507.038605
1063MB,4557.887488
1063MC,4494.306264
1063MD,4579.135053
1063ME,4963.553246
1063MG,4649.737954
1063MH,4656.178998
1063MJ,4703.177438
1063MK,4734.41523
1063ML,4652.926769
1063NA,5495.442614
1063NB,5164.067899
1063NC,5281.06639
1063ND,5204.801003
1063NE,5231.116244
1063NG,5174.180881
1063NH,5207.793786
1063NJ,5282.771493
1063NK,5308.426501
1063NL,5251.828137
1063NM,5284.516587
1063NN,5362.391817
1063NN,5357.536034
1063NP,5374.244934
1063NR,5396.286153
1063NS,5418.759951
1063NT,5301.012139
1063NV,5334.85449
1063NW,5370.052383
1063NX,5435.241215
1063NZ,4904.260927
1063PA,4976.700129
1063PB,5015.59414
1063PC,5042.825404
1063PD,5134.44278
1063PE,5168.776364
1063PG,5240.379827
1063PJ,4916.578235
1063PK,4923.804849
1063PL,4955.679542
1063PM,4961.482949
1063PN,4994.261702
1063PP,5005.495001
1063PR,4941.330403
1063PS,4941.924833
1063PT,4939.08189
1063PV,5092.658816
1063PW,5109.039637
1063SR,3973.560362
1063ST,3953.836825
1063SV,4002.538232
1063SW,3968.508451
1063SX,3968.871575
1063SZ,3933.910324
1063TA,3929.786502
1063TB,3939.874268
1063TC,4079.195988
1063TD,4085.236333
1063TE,4050.147754
1063TG,4043.12557
1063TH,4006.11705
1063TJ,3840.043561
1063TK,3943.201733
1063TL,3912.070095
1063TM,3883.094995
1063TN,3984.581171
1063TP,3955.007821
1063TR,4061.526854
1063TS,4027.467287
1063TT,3838.281315
1063TV,3834.898921
1063TW,3832.110409
1063TX,3870.07843
1063TZ,3866.647435
1063VA,3864.020429
1063VB,4315.339006
1063VC,4408.984022
1063VD,4246.7135
1063VE,4200.499136
1063VG,4206.129351
1063VH,4275.393042
1063VJ,4281.049399
1063VK,4239.215262
1063VL,4357.711013
1063VM,4314.540746
1063VN,4389.26848
1063VP,4403.373521
1063VR,4518.586321
1063VS,4546.849423
1063VT,4568.387203
1063VV,4597.463178
1063VW,4617.543608
1063VX,4164.658607
1063VZ,4123.112004
1063XA,4129.509708
1063XB,4155.339956
1063XC,4121.199594
1063XD,4229.861173
1063XE,4198.272248
1063XG,4304.434494
1063XH,4272.860653
1063XJ,4378.892113
1063XK,4347.476808
1063XL,4272.427315
1063XM,3911.921015
1063XN,3908.722718
1063XP,3905.96818
1063XR,3943.90427
1063XS,3940.575268
1063XT,3938.345759
1063XV,3986.387645
1063XW,3983.139452
1063XX,3980.22405
1063XZ,4017.647686
1063ZA,4014.794482
1063ZB,4012.281917
1063ZC,4143.771566
1063ZD,4140.79376
1063ZE,4138.173596
1063ZG,4178.130287
1063ZH,4176.765333
1063ZJ,4174.014138
1063ZK,4218.993864
1063ZL,4216.306528
1063ZM,4214.616524
1063ZN,4251.904998
1063ZP,4248.933882
1063ZR,4246.501738
1063ZS,4292.786092
1063ZT,4290.859344
1063ZV,4288.501478
1063ZW,4325.460606
1063ZX,4322.649823
1063ZZ,4319.998496
1064AA,3771.997745
1064AB,3781.529732
1064AC,3884.118805
1064AD,3883.117846
1064AE,3882.315792
1064AG,3881.655694
1064AH,3880.860212
1064AJ,3874.166414
1064AK,3873.755867
1064AL,3873.164484
1064AM,3872.918477
1064AN,3918.557481
1064AP,3918.166146
1064AR,3911.087779
1064AS,3862.609088
1064AT,3861.578172
1064AV,3861.361435
1064AW,3861.376055
1064AX,3861.868337
1064AZ,3862.862378
1064BA,3947.075967
1064BB,4121.128292
1064BC,4198.416956
1064BD,4286.526514
1064BE,4356.899954
1064BG,4417.765712
1064BH,3741.318007
1064BJ,3765.361364
1064BK,3798.705116
1064BL,5278.36394
1064BM,3736.502812
1064BN,3761.387952
1064BP,3879.368273
1064BR,3989.216551
1064BS,3935.855385
1064BT,3982.586154
1064BV,4023.170729
1064BW,4291.701581
1064BX,4054.965009
1064BZ,3958.101719
1064CA,4022.152867
1064CB,4101.055107
1064CC,4189.18076
1064CD,4310.406567
1064CE,4400.501933
1064CG,3951.452446
1064CH,4031.318729
1064CJ,4329.205977
1064CK,3983.384596
1064CL,3988.151601
1064CM,3988.431997
1064CN,3988.707813
1064CP,3988.984536
1064CR,3989.262167
1064CS,3989.706807
1064CT,4073.373851
1064CV,4074.88361
1064CW,4075.139021
1064CX,4075.406775
1064CZ,4075.675279
1064DA,4580.569215
1064DB,4627.072899
1064DC,4705.462238
1064DD,4691.966291
1064DE,4760.047613
1064DG,4741.287618
1064DH,4613.309132
1064EA,4075.932812
1064EB,4075.427032
1064EC,4168.745415
1064ED,4169.835571
1064EE,4170.057726
1064EG,4170.299935
1064EH,4170.509793
1064EJ,4170.733154
1064EK,4173.854135
1064EL,4281.264729
1064EM,4262.194
1064EN,4265.021413
1064EP,4209.861874
1064ER,4210.085465
1064ES,4228.278891
1064ET,4299.604287
1064EV,4333.021725
1064EW,4345.746463
1064EX,4373.522127
1064EZ,4403.635055
1064GA,4420.11249
1064GB,4292.117432
1064GC,4303.213587
1064GD,4335.111981
1064GE,4331.745917
1064GG,4374.892344
1064GH,4380.357802
1064GJ,4390.806797
1064GK,4419.045681
1064GL,4415.15513
1064GM,4457.769798
1064GN,4463.573877
1064GP,4475.968985
1064GR,4506.616104
1064GS,4499.849566
1064GV,4666.80451
1064GV,3990.101301
1064GW,5023.063003
1064GX,4871.43783
1064GZ,4857.280745
1064HA,4853.507708
1064HB,4802.097592
1064HC,4793.539067
1064HD,4792.785979
1064HE,4889.440207
1064HG,4889.013716
1064HH,4863.460224
1064HJ,4865.16373
1064HK,4863.740967
1064HL,5055.506868
1064HM,5327.999215
1064HN,4961.095266
1064HP,4928.807882
1064HR,4958.780004
1064HS,5026.028782
1064HT,5003.676516
1064HV,5091.604041
1064HW,5113.366665
1064HX,5079.880085
1064HZ,5165.400478
1064JA,5188.524459
1064JB,5156.28196
1064JC,5231.537478
1064JD,5378.77544
1064JE,5359.872392
1064JG,5465.474074
1064JH,5443.525263
1064JJ,5359.09643
1064JK,5361.172992
1064JL,5362.842062
1064JM,5396.529119
1064JN,5398.212876
1064JP,5399.764673
1064JR,5006.860329
1064JS,5096.452041
1064JT,5180.164937
1064JV,5256.025864
1064JW,5354.903973
1064JX,5429.926064
1064JZ,4998.530011
1064KA,5396.716774
1064KB,4905.371243
1064KC,5150.081606
1064KD,4923.376316
1064KE,4932.826611
1064KG,5010.177841
1064KH,5013.192455
1064KJ,5301.850489
1064KK,5303.408018
1064KL,5307.266241
1064KM,5308.597984
1064KN,5312.954673
1064KP,5314.649015
1064KR,5317.715951
1064KS,5263.472427
1064KT,5263.279652
1064KV,5264.553748
1064KW,5266.071425
1064KX,5269.030063
1064KZ,5271.10315
1064LA,5274.848662
1064LB,5277.348164
1064LC,5279.037511
1064LD,4891.272577
1064LE,5033.102428
1064LG,5259.459001
1064LH,5344.351421
1064LJ,5343.614209
1064LK,5307.434229
1064LL,5308.210827
1064LM,5307.992413
